X,Y,R,G,B
51,52,75,64,70
51,53,75,64,70
51,54,75,64,70
51,55,75,64,70
51,56,73,62,68
51,57,71,60,66
51,58,72,61,67
51,59,75,64,70
51,60,75,64,70
51,61,72,61,67
51,62,71,60,66
51,63,73,62,68
51,64,79,66,73
51,65,79,66,73
51,66,80,67,74
51,67,82,69,76
51,68,83,70,77
51,69,85,72,79
51,70,86,73,80
51,71,87,74,81
51,72,85,72,79
51,73,84,71,78
51,74,84,71,78
51,75,85,72,79
51,76,87,74,81
51,77,88,75,82
51,78,88,75,82
51,79,87,74,81
51,80,87,75,79
51,81,86,74,78
51,82,85,73,77
51,83,86,74,78
51,84,87,75,79
51,85,88,76,80
51,86,88,76,80
51,87,87,75,79
51,88,87,75,79
51,89,87,75,79
51,90,87,75,79
51,91,87,75,79
51,92,87,75,79
51,93,87,75,79
51,94,87,75,79
51,95,87,75,79
51,96,83,72,76
51,97,83,72,76
51,98,83,72,76
51,99,83,72,76
51,100,83,72,76
51,101,83,72,76
51,102,83,72,76
51,103,83,72,76
51,104,81,70,74
51,105,81,70,74
51,106,82,71,75
51,107,82,71,75
51,108,82,71,75
51,109,81,70,74
51,110,79,68,72
51,111,79,68,72
51,112,73,67,69
51,113,74,68,70
51,114,75,69,71
51,115,75,69,71
51,116,74,68,70
51,117,73,67,69
51,118,71,65,67
51,119,71,65,67
51,120,74,68,70
51,121,71,65,67
51,122,72,66,68
51,123,76,70,72
51,124,78,72,74
51,125,76,70,72
51,126,74,68,70
51,127,75,69,71
51,128,77,71,73
51,129,76,70,72
51,130,74,68,70
51,131,75,69,71
51,132,76,70,72
51,133,76,70,72
51,134,74,68,70
51,135,73,67,69
51,136,70,64,66
51,137,71,65,67
51,138,71,65,67
51,139,71,65,67
51,140,71,65,67
51,141,72,66,68
51,142,74,68,70
51,143,77,71,73
51,144,75,64,68
51,145,75,64,68
51,146,75,64,68
51,147,75,64,68
51,148,75,64,68
51,149,76,65,69
51,150,76,65,69
51,151,76,65,69
51,152,77,66,70
51,153,76,65,69
51,154,76,65,69
51,155,78,67,71
51,156,81,70,74
51,157,80,69,73
51,158,75,64,68
51,159,72,61,65
51,160,74,62,64
51,161,74,62,64
51,162,75,63,65
51,163,76,64,66
51,164,77,65,67
51,165,78,66,68
51,166,79,67,69
51,167,80,68,70
51,168,77,65,67
51,169,77,65,67
51,170,78,66,68
51,171,79,67,69
51,172,78,66,68
51,173,77,65,67
51,174,76,64,66
51,175,76,64,66
51,176,74,62,64
51,177,74,62,64
51,178,75,63,65
51,179,75,63,65
51,180,76,64,66
51,181,76,64,66
51,182,76,64,66
51,183,77,65,67
51,184,78,66,68
51,185,78,66,68
51,186,77,65,67
51,187,76,64,66
51,188,76,64,66
51,189,75,63,65
51,190,74,62,64
51,191,74,62,64
51,192,78,66,68
51,193,77,65,67
51,194,77,65,67
51,195,77,65,67
51,196,77,65,67
51,197,77,65,67
51,198,76,64,66
51,199,76,64,66
51,200,73,61,63
51,201,73,61,63
51,202,74,62,64
51,203,74,62,64
51,204,74,62,64
51,205,75,63,65
51,206,75,63,65
51,207,75,63,65
51,208,74,63,67
51,209,75,64,68
51,210,76,65,69
51,211,76,65,69
51,212,76,65,69
51,213,76,65,69
51,214,75,64,68
51,215,74,63,67
51,216,74,63,67
51,217,73,62,66
51,218,72,61,65
51,219,71,60,64
51,220,71,60,64
51,221,72,61,65
51,222,73,62,66
51,223,73,62,66
51,224,70,59,57
51,225,75,65,63
51,226,73,63,62
51,227,83,75,73
51,228,75,66,67
51,229,74,65,66
51,230,92,82,83
51,231,76,62,61
51,232,161,143,139
51,233,255,241,235
51,234,133,103,93
51,235,86,49,33
51,236,90,47,28
51,237,92,42,19
51,238,102,48,22
51,239,102,46,19
51,240,97,50,22
51,241,96,49,21
51,242,94,47,19
51,243,92,45,17
52,0,255,255,253
52,1,255,255,253
52,2,255,255,253
52,3,255,255,253
52,4,255,255,253
52,5,255,255,253
52,6,255,255,253
52,7,255,255,253
52,8,255,255,253
52,9,255,255,253
52,10,255,255,253
52,11,255,255,253
52,12,255,255,253
52,13,255,255,253
52,14,255,255,253
52,15,255,255,253
52,16,246,246,246
52,17,255,255,255
52,18,251,251,249
52,19,251,252,246
52,20,253,254,246
52,21,252,254,243
52,22,255,255,244
52,23,242,244,231
52,24,118,120,107
52,25,63,65,54
52,26,78,79,71
52,27,83,84,79
52,28,70,70,70
52,29,84,83,88
52,30,74,73,79
52,31,71,70,78
52,32,76,74,77
52,33,77,75,78
52,34,78,76,79
52,35,79,77,80
52,36,78,76,79
52,37,78,73,77
52,38,76,71,75
52,39,75,70,74
52,40,78,73,77
52,41,79,73,77
52,42,78,72,76
52,43,77,71,75
52,44,76,70,74
52,45,77,68,73
52,46,76,67,72
52,47,76,67,72
52,48,74,63,69
52,49,73,62,68
52,50,72,61,67
52,51,72,61,67
52,52,72,61,67
52,53,73,62,68
52,54,74,63,69
52,55,74,63,69
52,56,73,62,68
52,57,72,61,67
52,58,74,63,69
52,59,78,67,73
52,60,79,68,74
52,61,77,66,72
52,62,77,66,72
52,63,79,68,74
52,64,83,70,77
52,65,84,71,78
52,66,84,71,78
52,67,85,72,79
52,68,86,73,80
52,69,87,74,81
52,70,87,74,81
52,71,87,74,81
52,72,87,74,81
52,73,86,73,80
52,74,85,72,79
52,75,86,73,80
52,76,88,75,82
52,77,88,75,82
52,78,88,75,82
52,79,86,73,80
52,80,87,75,79
52,81,86,74,78
52,82,85,73,77
52,83,87,75,79
52,84,88,76,80
52,85,89,77,81
52,86,88,76,80
52,87,87,75,79
52,88,86,74,78
52,89,86,74,78
52,90,86,74,78
52,91,86,74,78
52,92,86,74,78
52,93,86,74,78
52,94,86,74,78
52,95,86,74,78
52,96,85,74,78
52,97,85,74,78
52,98,84,73,77
52,99,83,72,76
52,100,82,71,75
52,101,81,70,74
52,102,81,70,74
52,103,80,69,73
52,104,79,68,72
52,105,79,68,72
52,106,80,69,73
52,107,80,69,73
52,108,80,69,73
52,109,79,68,72
52,110,77,66,70
52,111,77,66,70
52,112,72,66,68
52,113,72,66,68
52,114,73,67,69
52,115,74,68,70
52,116,75,69,71
52,117,75,69,71
52,118,75,69,71
52,119,74,68,70
52,120,77,71,73
52,121,73,67,69
52,122,71,65,67
52,123,74,68,70
52,124,76,70,72
52,125,75,69,71
52,126,76,70,72
52,127,78,72,74
52,128,76,70,72
52,129,74,68,70
52,130,73,67,69
52,131,73,67,69
52,132,74,68,70
52,133,74,68,70
52,134,73,67,69
52,135,72,66,68
52,136,72,66,68
52,137,72,66,68
52,138,72,66,68
52,139,71,65,67
52,140,69,63,65
52,141,69,63,65
52,142,71,65,67
52,143,73,67,69
52,144,75,66,69
52,145,75,66,69
52,146,74,65,68
52,147,74,65,68
52,148,75,66,69
52,149,76,67,70
52,150,77,68,71
52,151,78,69,72
52,152,78,69,72
52,153,77,68,71
52,154,76,67,70
52,155,75,66,69
52,156,75,66,69
52,157,75,66,69
52,158,75,66,69
52,159,75,66,69
52,160,74,64,65
52,161,74,64,65
52,162,75,65,66
52,163,75,65,66
52,164,76,66,67
52,165,77,67,68
52,166,78,68,69
52,167,78,68,69
52,168,76,66,67
52,169,77,67,68
52,170,78,68,69
52,171,78,68,69
52,172,78,68,69
52,173,77,67,68
52,174,76,66,67
52,175,75,65,66
52,176,74,64,65
52,177,74,64,65
52,178,75,65,66
52,179,75,65,66
52,180,75,65,66
52,181,75,65,66
52,182,76,66,67
52,183,76,66,67
52,184,78,68,69
52,185,77,67,68
52,186,77,67,68
52,187,76,66,67
52,188,76,66,67
52,189,75,65,66
52,190,75,65,66
52,191,75,65,66
52,192,76,66,67
52,193,76,66,67
52,194,76,66,67
52,195,75,65,66
52,196,74,64,65
52,197,74,64,65
52,198,74,64,65
52,199,74,64,65
52,200,73,63,64
52,201,74,64,65
52,202,74,64,65
52,203,74,64,65
52,204,75,65,66
52,205,75,65,66
52,206,75,65,66
52,207,75,65,66
52,208,74,62,66
52,209,75,63,67
52,210,76,64,68
52,211,77,65,69
52,212,77,65,69
52,213,76,64,68
52,214,75,63,67
52,215,74,62,66
52,216,74,62,66
52,217,73,61,65
52,218,72,60,64
52,219,72,60,64
52,220,72,60,64
52,221,72,60,64
52,222,73,61,65
52,223,74,62,66
52,224,87,73,70
52,225,64,50,47
52,226,69,58,56
52,227,82,71,69
52,228,91,80,78
52,229,78,67,65
52,230,64,50,49
52,231,99,81,77
52,232,241,220,215
52,233,195,168,159
52,234,82,50,37
52,235,97,58,41
52,236,95,50,29
52,237,95,47,24
52,238,98,47,20
52,239,101,47,19
52,240,96,50,24
52,241,95,49,23
52,242,93,47,21
52,243,91,45,19
53,0,255,255,253
53,1,255,255,253
53,2,255,255,253
53,3,255,255,253
53,4,255,255,253
53,5,255,255,253
53,6,255,255,253
53,7,255,255,253
53,8,255,255,253
53,9,255,255,253
53,10,255,255,253
53,11,255,255,253
53,12,255,255,253
53,13,255,255,253
53,14,255,255,253
53,15,255,255,253
53,16,246,246,246
53,17,255,255,255
53,18,249,249,247
53,19,255,255,251
53,20,255,255,248
53,21,255,255,246
53,22,255,255,246
53,23,197,199,186
53,24,54,56,45
53,25,88,89,81
53,26,66,67,61
53,27,96,97,92
53,28,61,61,61
53,29,73,72,77
53,30,79,78,84
53,31,75,74,80
53,32,79,77,80
53,33,80,78,81
53,34,80,78,81
53,35,80,78,81
53,36,78,76,79
53,37,78,73,77
53,38,76,71,75
53,39,75,70,74
53,40,73,68,72
53,41,74,68,72
53,42,73,67,71
53,43,72,66,70
53,44,71,65,69
53,45,73,64,69
53,46,72,63,68
53,47,72,63,68
53,48,71,60,66
53,49,71,60,66
53,50,71,60,66
53,51,72,61,67
53,52,73,62,68
53,53,75,64,70
53,54,77,66,72
53,55,78,67,73
53,56,81,70,76
53,57,80,69,75
53,58,81,70,76
53,59,86,75,81
53,60,87,76,82
53,61,85,74,80
53,62,85,74,80
53,63,87,76,82
53,64,83,70,77
53,65,83,70,77
53,66,84,71,78
53,67,84,71,78
53,68,84,71,78
53,69,84,71,78
53,70,83,70,77
53,71,82,69,76
53,72,88,75,82
53,73,86,73,80
53,74,85,72,79
53,75,86,73,80
53,76,87,74,81
53,77,87,74,81
53,78,86,73,80
53,79,85,72,79
53,80,88,76,80
53,81,88,76,80
53,82,88,76,80
53,83,89,77,81
53,84,91,79,83
53,85,91,79,83
53,86,90,78,82
53,87,88,76,80
53,88,85,73,77
53,89,85,73,77
53,90,85,73,77
53,91,85,73,77
53,92,85,73,77
53,93,85,73,77
53,94,85,73,77
53,95,85,73,77
53,96,85,74,78
53,97,85,74,78
53,98,84,73,77
53,99,82,71,75
53,100,81,70,74
53,101,80,69,73
53,102,79,68,72
53,103,78,67,71
53,104,77,66,70
53,105,78,67,71
53,106,78,67,71
53,107,79,68,72
53,108,78,67,71
53,109,77,66,70
53,110,76,65,69
53,111,75,64,68
53,112,75,69,71
53,113,74,68,70
53,114,74,68,70
53,115,76,70,72
53,116,78,72,74
53,117,79,73,75
53,118,79,73,75
53,119,78,72,74
53,120,78,72,74
53,121,73,67,69
53,122,70,64,66
53,123,72,66,68
53,124,73,67,69
53,125,73,67,69
53,126,75,69,71
53,127,77,71,73
53,128,73,67,69
53,129,72,66,68
53,130,71,65,67
53,131,71,65,67
53,132,72,66,68
53,133,72,66,68
53,134,71,65,67
53,135,69,63,65
53,136,71,65,67
53,137,71,65,67
53,138,71,65,67
53,139,69,63,65
53,140,67,61,63
53,141,67,61,63
53,142,69,63,65
53,143,70,64,66
53,144,74,65,68
53,145,74,65,68
53,146,74,65,68
53,147,74,65,68
53,148,75,66,69
53,149,76,67,70
53,150,77,68,71
53,151,77,68,71
53,152,77,68,71
53,153,78,69,72
53,154,78,69,72
53,155,76,67,70
53,156,72,63,66
53,157,71,62,65
53,158,74,65,68
53,159,77,68,71
53,160,74,64,65
53,161,74,64,65
53,162,74,64,65
53,163,75,65,66
53,164,75,65,66
53,165,75,65,66
53,166,76,66,67
53,167,76,66,67
53,168,74,64,65
53,169,75,65,66
53,170,76,66,67
53,171,77,67,68
53,172,77,67,68
53,173,77,67,68
53,174,76,66,67
53,175,75,65,66
53,176,74,64,65
53,177,74,64,65
53,178,74,64,65
53,179,74,64,65
53,180,74,64,65
53,181,74,64,65
53,182,74,64,65
53,183,74,64,65
53,184,75,65,66
53,185,75,65,66
53,186,75,65,66
53,187,75,65,66
53,188,76,66,67
53,189,76,66,67
53,190,76,66,67
53,191,76,66,67
53,192,71,61,62
53,193,72,62,63
53,194,73,63,64
53,195,72,62,63
53,196,70,60,61
53,197,68,58,59
53,198,69,59,60
53,199,70,60,61
53,200,73,63,64
53,201,73,63,64
53,202,74,64,65
53,203,74,64,65
53,204,74,64,65
53,205,75,65,66
53,206,75,65,66
53,207,75,65,66
53,208,73,61,65
53,209,74,62,66
53,210,75,63,67
53,211,75,63,67
53,212,75,63,67
53,213,75,63,67
53,214,74,62,66
53,215,73,61,65
53,216,74,62,66
53,217,74,62,66
53,218,73,61,65
53,219,73,61,65
53,220,73,61,65
53,221,74,62,66
53,222,75,63,67
53,223,76,64,68
53,224,78,63,58
53,225,72,57,52
53,226,81,66,63
53,227,79,64,61
53,228,88,73,70
53,229,69,51,47
53,230,85,66,60
53,231,220,200,193
53,232,245,221,211
53,233,96,66,55
53,234,95,59,43
53,235,78,40,21
53,236,96,51,28
53,237,101,54,28
53,238,96,45,18
53,239,92,38,10
53,240,90,44,20
53,241,90,44,20
53,242,89,43,19
53,243,89,43,19
54,0,255,254,255
54,1,255,254,255
54,2,255,254,255
54,3,255,254,255
54,4,255,254,255
54,5,255,254,255
54,6,255,254,255
54,7,255,254,255
54,8,255,254,255
54,9,255,254,255
54,10,255,254,255
54,11,255,254,255
54,12,255,254,255
54,13,255,254,255
54,14,255,254,255
54,15,255,254,255
54,16,251,253,252
54,17,254,255,253
54,18,247,249,246
54,19,254,255,251
54,20,254,255,249
54,21,254,255,247
54,22,230,232,221
54,23,112,114,103
54,24,60,61,53
54,25,86,87,79
54,26,80,81,75
54,27,83,83,81
54,28,82,80,81
54,29,64,62,67
54,30,89,87,92
54,31,83,80,87
54,32,80,78,81
54,33,79,77,80
54,34,78,76,79
54,35,77,75,78
54,36,75,73,76
54,37,75,70,74
54,38,73,68,72
54,39,72,67,71
54,40,68,63,67
54,41,69,63,67
54,42,70,64,68
54,43,70,64,68
54,44,71,65,69
54,45,73,64,69
54,46,74,65,70
54,47,74,65,70
54,48,76,65,71
54,49,76,65,71
54,50,76,65,71
54,51,77,66,72
54,52,78,67,73
54,53,80,69,75
54,54,82,71,77
54,55,84,73,79
54,56,86,75,81
54,57,85,74,80
54,58,85,74,80
54,59,88,77,83
54,60,88,77,83
54,61,85,74,80
54,62,84,73,79
54,63,86,75,81
54,64,81,68,75
54,65,82,69,76
54,66,83,70,77
54,67,83,70,77
54,68,83,70,77
54,69,82,69,76
54,70,81,68,75
54,71,80,67,74
54,72,87,74,81
54,73,86,73,80
54,74,84,71,78
54,75,84,71,78
54,76,85,72,79
54,77,85,72,79
54,78,84,71,78
54,79,82,69,76
54,80,86,74,78
54,81,86,74,78
54,82,86,74,78
54,83,88,76,80
54,84,90,78,82
54,85,90,78,82
54,86,88,76,80
54,87,86,74,78
54,88,83,71,75
54,89,83,71,75
54,90,83,71,75
54,91,83,71,75
54,92,83,71,75
54,93,83,71,75
54,94,83,71,75
54,95,83,71,75
54,96,82,71,75
54,97,82,71,75
54,98,82,71,75
54,99,81,70,74
54,100,80,69,73
54,101,80,69,73
54,102,79,68,72
54,103,79,68,72
54,104,77,66,70
54,105,78,67,71
54,106,79,68,72
54,107,79,68,72
54,108,78,67,71
54,109,77,66,70
54,110,76,65,69
54,111,75,64,68
54,112,76,70,72
54,113,74,68,70
54,114,73,67,69
54,115,74,68,70
54,116,76,70,72
54,117,77,71,73
54,118,76,70,72
54,119,74,68,70
54,120,75,69,71
54,121,71,65,67
54,122,69,63,65
54,123,71,65,67
54,124,72,66,68
54,125,71,65,67
54,126,70,64,66
54,127,71,65,67
54,128,70,64,68
54,129,69,63,67
54,130,68,62,66
54,131,68,62,66
54,132,69,63,67
54,133,69,63,67
54,134,68,62,66
54,135,66,60,64
54,136,67,61,65
54,137,68,62,66
54,138,68,62,66
54,139,67,61,65
54,140,66,60,64
54,141,66,60,64
54,142,68,62,66
54,143,70,64,68
54,144,68,62,64
54,145,69,63,65
54,146,70,64,66
54,147,71,65,67
54,148,72,66,68
54,149,73,67,69
54,150,73,67,69
54,151,73,67,69
54,152,69,63,65
54,153,76,70,72
54,154,80,74,76
54,155,77,71,73
54,156,69,63,65
54,157,66,60,62
54,158,69,63,65
54,159,75,69,71
54,160,72,63,66
54,161,72,63,66
54,162,72,63,66
54,163,71,62,65
54,164,71,62,65
54,165,71,62,65
54,166,71,62,65
54,167,70,61,64
54,168,69,60,63
54,169,70,61,64
54,170,71,62,65
54,171,73,64,67
54,172,73,64,67
54,173,73,64,67
54,174,73,64,67
54,175,72,63,66
54,176,70,61,64
54,177,70,61,64
54,178,70,61,64
54,179,70,61,64
54,180,70,61,64
54,181,70,61,64
54,182,70,61,64
54,183,70,61,64
54,184,70,61,64
54,185,70,61,64
54,186,71,62,65
54,187,71,62,65
54,188,72,63,66
54,189,73,64,67
54,190,73,64,67
54,191,74,65,68
54,192,69,60,63
54,193,71,62,65
54,194,72,63,66
54,195,70,61,64
54,196,67,58,61
54,197,65,56,59
54,198,66,57,60
54,199,68,59,62
54,200,70,61,64
54,201,70,61,64
54,202,70,61,64
54,203,71,62,65
54,204,71,62,65
54,205,72,63,66
54,206,72,63,66
54,207,72,63,66
54,208,72,60,64
54,209,72,60,64
54,210,73,61,65
54,211,74,62,66
54,212,74,62,66
54,213,73,61,65
54,214,72,60,64
54,215,72,60,64
54,216,72,60,64
54,217,71,59,63
54,218,71,59,63
54,219,71,59,63
54,220,71,59,63
54,221,72,60,64
54,222,74,62,66
54,223,74,62,66
54,224,68,50,46
54,225,81,63,59
54,226,88,71,64
54,227,81,62,56
54,228,76,57,51
54,229,91,71,64
54,230,159,136,128
54,231,255,231,220
54,232,165,135,124
54,233,68,35,20
54,234,95,58,40
54,235,78,37,17
54,236,91,45,22
54,237,97,50,24
54,238,96,45,18
54,239,89,38,9
54,240,87,43,18
54,241,87,43,18
54,242,86,42,17
54,243,86,42,17
55,0,255,254,255
55,1,255,254,255
55,2,255,254,255
55,3,255,254,255
55,4,255,254,255
55,5,255,254,255
55,6,255,254,255
55,7,255,254,255
55,8,255,254,255
55,9,255,254,255
55,10,255,254,255
55,11,255,254,255
55,12,255,254,255
55,13,255,254,255
55,14,255,254,255
55,15,255,254,255
55,16,254,255,255
55,17,254,255,253
55,18,245,247,244
55,19,254,255,251
55,20,250,253,246
55,21,242,245,238
55,22,197,198,190
55,23,37,38,30
55,24,81,82,74
55,25,62,63,57
55,26,87,86,82
55,27,77,76,74
55,28,81,79,80
55,29,78,76,79
55,30,67,65,70
55,31,85,82,89
55,32,77,75,78
55,33,76,74,77
55,34,74,72,75
55,35,72,70,73
55,36,69,67,70
55,37,69,64,68
55,38,68,63,67
55,39,67,62,66
55,40,65,60,64
55,41,67,61,65
55,42,69,63,67
55,43,70,64,68
55,44,72,66,70
55,45,76,67,72
55,46,78,69,74
55,47,78,69,74
55,48,83,72,78
55,49,83,72,78
55,50,82,71,77
55,51,82,71,77
55,52,83,72,78
55,53,85,74,80
55,54,87,76,82
55,55,88,77,83
55,56,87,76,82
55,57,85,74,80
55,58,84,73,79
55,59,86,75,81
55,60,85,74,80
55,61,80,69,75
55,62,78,67,73
55,63,79,68,74
55,64,81,68,75
55,65,82,69,76
55,66,83,70,77
55,67,84,71,78
55,68,84,71,78
55,69,84,71,78
55,70,82,69,76
55,71,82,69,76
55,72,87,74,81
55,73,85,72,79
55,74,83,70,77
55,75,83,70,77
55,76,84,71,78
55,77,84,71,78
55,78,82,69,76
55,79,81,68,75
55,80,81,69,73
55,81,81,69,73
55,82,82,70,74
55,83,84,72,76
55,84,86,74,78
55,85,86,74,78
55,86,84,72,76
55,87,81,69,73
55,88,82,70,74
55,89,82,70,74
55,90,82,70,74
55,91,82,70,74
55,92,82,70,74
55,93,82,70,74
55,94,82,70,74
55,95,82,70,74
55,96,79,68,72
55,97,79,68,72
55,98,80,69,73
55,99,80,69,73
55,100,80,69,73
55,101,81,70,74
55,102,81,70,74
55,103,81,70,74
55,104,78,67,71
55,105,79,68,72
55,106,79,68,72
55,107,80,69,73
55,108,79,68,72
55,109,78,67,71
55,110,77,66,70
55,111,76,65,69
55,112,75,69,71
55,113,72,66,68
55,114,69,63,65
55,115,69,63,65
55,116,71,65,67
55,117,71,65,67
55,118,69,63,65
55,119,67,61,63
55,120,70,64,66
55,121,68,62,64
55,122,68,62,64
55,123,72,66,68
55,124,73,67,69
55,125,69,63,65
55,126,66,60,62
55,127,65,59,61
55,128,67,62,66
55,129,66,61,65
55,130,65,60,64
55,131,65,60,64
55,132,66,61,65
55,133,66,61,65
55,134,65,60,64
55,135,63,58,62
55,136,62,57,61
55,137,63,58,62
55,138,64,59,63
55,139,64,59,63
55,140,64,59,63
55,141,65,60,64
55,142,68,63,67
55,143,71,66,70
55,144,65,59,61
55,145,66,60,62
55,146,68,62,64
55,147,70,64,66
55,148,71,65,67
55,149,71,65,67
55,150,71,65,67
55,151,70,64,66
55,152,64,58,60
55,153,74,68,70
55,154,83,77,79
55,155,81,75,77
55,156,71,65,67
55,157,64,58,60
55,158,67,61,63
55,159,73,67,69
55,160,71,62,65
55,161,71,62,65
55,162,70,61,64
55,163,69,60,63
55,164,68,59,62
55,165,68,59,62
55,166,67,58,61
55,167,67,58,61
55,168,65,56,59
55,169,66,57,60
55,170,68,59,62
55,171,70,61,64
55,172,71,62,65
55,173,71,62,65
55,174,71,62,65
55,175,71,62,65
55,176,68,59,62
55,177,67,58,61
55,178,67,58,61
55,179,67,58,61
55,180,67,58,61
55,181,67,58,61
55,182,67,58,61
55,183,67,58,61
55,184,66,57,60
55,185,67,58,61
55,186,67,58,61
55,187,69,60,63
55,188,70,61,64
55,189,71,62,65
55,190,72,63,66
55,191,72,63,66
55,192,71,62,65
55,193,73,64,67
55,194,74,65,68
55,195,72,63,66
55,196,69,60,63
55,197,67,58,61
55,198,68,59,62
55,199,70,61,64
55,200,68,59,62
55,201,68,59,62
55,202,68,59,62
55,203,69,60,63
55,204,69,60,63
55,205,70,61,64
55,206,70,61,64
55,207,70,61,64
55,208,71,59,63
55,209,72,60,64
55,210,73,61,65
55,211,73,61,65
55,212,73,61,65
55,213,73,61,65
55,214,72,60,64
55,215,71,59,63
55,216,68,56,60
55,217,67,55,59
55,218,66,54,58
55,219,66,54,58
55,220,67,55,59
55,221,68,56,60
55,222,69,57,61
55,223,70,58,62
55,224,81,60,55
55,225,76,55,50
55,226,74,54,47
55,227,85,62,54
55,228,86,62,52
55,229,151,124,113
55,230,211,183,171
55,231,146,114,101
55,232,82,46,30
55,233,97,60,41
55,234,70,29,9
55,235,106,61,38
55,236,83,37,13
55,237,86,39,13
55,238,96,46,19
55,239,95,46,16
55,240,91,46,23
55,241,90,45,22
55,242,88,43,20
55,243,86,41,18
56,0,254,252,253
56,1,255,254,255
56,2,255,253,254
56,3,255,254,255
56,4,255,254,255
56,5,255,254,255
56,6,255,254,255
56,7,255,254,255
56,8,255,254,255
56,9,255,254,255
56,10,255,253,254
56,11,255,253,254
56,12,254,252,253
56,13,254,252,253
56,14,254,252,253
56,15,254,252,253
56,16,252,255,253
56,17,248,253,249
56,18,252,255,253
56,19,245,247,242
56,20,254,255,251
56,21,243,246,239
56,22,100,103,96
56,23,80,81,75
56,24,76,77,71
56,25,76,75,71
56,26,77,76,74
56,27,80,78,79
56,28,83,81,84
56,29,85,80,84
56,30,81,76,82
56,31,78,73,79
56,32,71,69,72
56,33,72,70,73
56,34,70,68,71
56,35,65,63,66
56,36,60,58,61
56,37,62,57,61
56,38,67,62,66
56,39,73,68,72
56,40,71,66,70
56,41,73,67,71
56,42,75,69,73
56,43,77,71,75
56,44,79,73,77
56,45,84,75,80
56,46,86,77,82
56,47,88,79,84
56,48,84,73,79
56,49,85,74,80
56,50,86,75,81
56,51,87,76,82
56,52,86,75,81
56,53,83,72,78
56,54,80,69,75
56,55,78,67,73
56,56,77,66,72
56,57,80,69,75
56,58,82,71,77
56,59,81,70,76
56,60,79,68,74
56,61,79,68,74
56,62,81,70,76
56,63,83,72,78
56,64,84,71,78
56,65,83,70,77
56,66,82,69,76
56,67,81,68,75
56,68,81,68,75
56,69,82,69,76
56,70,83,70,77
56,71,83,70,77
56,72,83,70,77
56,73,83,70,77
56,74,82,69,76
56,75,82,69,76
56,76,81,68,75
56,77,81,68,75
56,78,81,68,75
56,79,80,67,74
56,80,81,69,73
56,81,80,68,72
56,82,80,68,72
56,83,80,68,72
56,84,81,69,73
56,85,82,70,74
56,86,84,72,76
56,87,85,73,77
56,88,88,76,80
56,89,87,75,79
56,90,85,73,77
56,91,84,72,76
56,92,82,70,74
56,93,80,68,72
56,94,79,67,71
56,95,78,66,70
56,96,83,72,76
56,97,80,69,73
56,98,78,67,71
56,99,79,68,72
56,100,79,68,72
56,101,77,66,70
56,102,78,67,71
56,103,81,70,74
56,104,79,68,72
56,105,79,68,72
56,106,79,68,72
56,107,79,68,72
56,108,78,67,71
56,109,77,66,70
56,110,76,65,69
56,111,75,64,68
56,112,74,68,70
56,113,74,68,70
56,114,74,68,70
56,115,74,68,70
56,116,73,67,69
56,117,73,67,69
56,118,73,67,69
56,119,73,67,69
56,120,72,66,68
56,121,73,67,69
56,122,74,68,70
56,123,74,68,70
56,124,73,67,69
56,125,71,65,67
56,126,69,63,65
56,127,67,61,63
56,128,70,65,69
56,129,68,63,67
56,130,69,64,68
56,131,71,66,70
56,132,70,65,69
56,133,66,61,65
56,134,64,59,63
56,135,65,60,64
56,136,70,65,69
56,137,66,61,65
56,138,66,61,65
56,139,69,64,68
56,140,69,64,68
56,141,65,60,64
56,142,65,60,64
56,143,68,63,67
56,144,65,61,62
56,145,64,60,61
56,146,63,59,60
56,147,63,59,60
56,148,64,60,61
56,149,67,63,64
56,150,70,66,67
56,151,72,68,69
56,152,67,63,64
56,153,69,65,66
56,154,70,66,67
56,155,68,64,65
56,156,64,60,61
56,157,62,58,59
56,158,63,59,60
56,159,65,61,62
56,160,62,56,58
56,161,62,56,58
56,162,62,56,58
56,163,62,56,58
56,164,63,57,59
56,165,65,59,61
56,166,66,60,62
56,167,67,61,63
56,168,69,63,65
56,169,63,57,59
56,170,61,55,57
56,171,66,60,62
56,172,67,61,63
56,173,66,60,62
56,174,66,60,62
56,175,70,64,66
56,176,65,59,61
56,177,64,58,60
56,178,62,56,58
56,179,61,55,57
56,180,60,54,56
56,181,60,54,56
56,182,61,55,57
56,183,62,56,58
56,184,63,57,59
56,185,63,57,59
56,186,63,57,59
56,187,63,57,59
56,188,63,57,59
56,189,63,57,59
56,190,62,56,58
56,191,62,56,58
56,192,62,56,58
56,193,66,60,62
56,194,67,61,63
56,195,64,58,60
56,196,65,59,61
56,197,70,64,66
56,198,71,65,67
56,199,68,62,64
56,200,70,64,66
56,201,68,62,64
56,202,66,60,62
56,203,64,58,60
56,204,64,58,60
56,205,65,59,61
56,206,66,60,62
56,207,67,61,63
56,208,75,64,68
56,209,74,63,67
56,210,72,61,65
56,211,71,60,64
56,212,70,59,63
56,213,68,57,61
56,214,65,54,58
56,215,63,52,56
56,216,60,49,53
56,217,73,62,66
56,218,51,40,44
56,219,59,48,52
56,220,74,63,67
56,221,78,67,71
56,222,64,53,57
56,223,93,82,86
56,224,203,180,174
56,225,161,138,130
56,226,104,79,72
56,227,77,50,41
56,228,83,55,43
56,229,92,60,47
